captured_at,match_id,commence_time,home,away,bookmaker,team,odds
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,pinnacle,Scotland,1.56
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,pinnacle,Draw,4.29
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betfair_ex_eu,Haiti,6.4
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betfair_ex_eu,Scotland,1.61
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betfair_ex_eu,Draw,4.4
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,everygame,Haiti,6.0
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,everygame,Scotland,1.53
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,everygame,Draw,4.2
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,coolbet,Haiti,6.5
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,coolbet,Scotland,1.55
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,coolbet,Draw,4.3
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,sport888,Haiti,5.75
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,sport888,Scotland,1.44
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,sport888,Draw,4.0
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,williamhill,Haiti,6.0
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,williamhill,Scotland,1.5
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,williamhill,Draw,4.2
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_nl,Haiti,6.25
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_nl,Scotland,1.56
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_nl,Draw,4.35
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_fr,Haiti,6.1
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_fr,Scotland,1.53
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_fr,Draw,4.3
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,leovegas_se,Haiti,6.0
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,leovegas_se,Scotland,1.55
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,leovegas_se,Draw,4.2
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_se,Haiti,6.25
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_se,Scotland,1.56
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,unibet_se,Draw,4.35
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betonlineag,Haiti,6.3
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betonlineag,Scotland,1.55
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betonlineag,Draw,4.36
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,pmu_fr,Haiti,6.0
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,pmu_fr,Scotland,1.55
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,pmu_fr,Draw,4.2
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,mybookieag,Haiti,5.7
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,mybookieag,Scotland,1.52
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,mybookieag,Draw,4.1
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_fr,Haiti,5.5
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_fr,Scotland,1.5
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_fr,Draw,4.3
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_de,Haiti,5.5
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_de,Scotland,1.52
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,winamax_de,Draw,4.4
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betclic_fr,Haiti,6.1
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betclic_fr,Scotland,1.53
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betclic_fr,Draw,4.35
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betsson,Haiti,6.3
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betsson,Scotland,1.58
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betsson,Draw,4.05
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,gtbets,Haiti,5.77
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,gtbets,Scotland,1.54
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,gtbets,Draw,4.45
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,tipico_de,Haiti,6.0
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,tipico_de,Scotland,1.52
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,tipico_de,Draw,4.3
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,nordicbet,Haiti,6.3
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,nordicbet,Scotland,1.58
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,nordicbet,Draw,4.05
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,onexbet,Haiti,5.75
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,onexbet,Scotland,1.59
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,onexbet,Draw,4.4
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betanysports,Haiti,5.75
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betanysports,Scotland,1.55
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,betanysports,Draw,4.2
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,codere_it,Haiti,6.0
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,codere_it,Scotland,1.55
2026-06-10T02:32:23.896174+00:00,5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,codere_it,Draw,4.2
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,coolbet,Australia,5.0
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,coolbet,Turkey,1.75
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,coolbet,Draw,3.85
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,marathonbet,Australia,5.25
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,marathonbet,Turkey,1.72
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,marathonbet,Draw,3.85
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betfair_ex_eu,Australia,5.6
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betfair_ex_eu,Turkey,1.75
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betfair_ex_eu,Draw,3.9
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,everygame,Australia,5.0
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,everygame,Turkey,1.7
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,everygame,Draw,3.85
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betonlineag,Australia,5.5
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betonlineag,Turkey,1.71
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betonlineag,Draw,3.7
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pmu_fr,Australia,5.2
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pmu_fr,Turkey,1.7
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pmu_fr,Draw,3.7
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_fr,Australia,5.1
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_fr,Turkey,1.69
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_fr,Draw,3.8
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,leovegas_se,Australia,5.2
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,leovegas_se,Turkey,1.7
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,leovegas_se,Draw,3.7
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_se,Australia,5.4
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_se,Turkey,1.73
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_se,Draw,3.8
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pinnacle,Australia,5.15
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pinnacle,Turkey,1.71
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,pinnacle,Draw,3.86
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_nl,Australia,5.4
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_nl,Turkey,1.73
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,unibet_nl,Draw,3.8
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,sport888,Australia,4.75
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,sport888,Turkey,1.67
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,sport888,Draw,3.5
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,williamhill,Australia,4.8
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,williamhill,Turkey,1.7
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,williamhill,Draw,3.6
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,mybookieag,Australia,4.8
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,mybookieag,Turkey,1.68
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,mybookieag,Draw,3.6
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,winamax_fr,Australia,4.7
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,winamax_fr,Turkey,1.68
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,winamax_fr,Draw,3.75
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betclic_fr,Australia,5.1
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betclic_fr,Turkey,1.7
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betclic_fr,Draw,3.78
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betsson,Australia,5.15
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betsson,Turkey,1.75
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betsson,Draw,3.75
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,gtbets,Australia,4.97
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,gtbets,Turkey,1.78
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,gtbets,Draw,3.57
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,nordicbet,Australia,5.15
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,nordicbet,Turkey,1.75
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,nordicbet,Draw,3.75
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,onexbet,Australia,5.15
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,onexbet,Turkey,1.74
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,onexbet,Draw,3.85
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betanysports,Australia,5.05
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betanysports,Turkey,1.69
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,betanysports,Draw,3.75
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,codere_it,Australia,5.0
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,codere_it,Turkey,1.71
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,codere_it,Draw,3.75
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,winamax_de,Australia,4.7
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,winamax_de,Turkey,1.68
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,winamax_de,Draw,3.8
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,tipico_de,Australia,5.3
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,tipico_de,Turkey,1.67
2026-06-10T02:32:23.896174+00:00,564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Turkey,tipico_de,Draw,3.7
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,marathonbet,Curaçao,58.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,marathonbet,Germany,1.05
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,marathonbet,Draw,16.75
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,betfair_ex_eu,Curaçao,46.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,betfair_ex_eu,Germany,1.06
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,betfair_ex_eu,Draw,24.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,everygame,Curaçao,41.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,everygame,Germany,1.04
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,everygame,Draw,17.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_fr,Curaçao,51.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_fr,Germany,1.02
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_fr,Draw,22.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,coolbet,Curaçao,60.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,coolbet,Germany,1.05
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,coolbet,Draw,17.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,sport888,Curaçao,51.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,sport888,Germany,1.04
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,sport888,Draw,13.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,williamhill,Curaçao,51.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,williamhill,Germany,1.05
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,williamhill,Draw,15.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_nl,Curaçao,51.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_nl,Germany,1.04
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_nl,Draw,23.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,leovegas_se,Curaçao,51.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,leovegas_se,Germany,1.03
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,leovegas_se,Draw,19.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_se,Curaçao,51.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_se,Germany,1.04
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_se,Draw,23.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,betonlineag,Curaçao,41.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,betonlineag,Germany,1.04
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,betonlineag,Draw,19.0
2026-06-10T02:32:23.896174+00:00,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,pmu_fr,Curaçao,51.0
